date,temperature,temperature_normal,min_temperature,min_temperature_normal,min_temperature_record,max_temperature,max_temperature_normal,max_temperature_record,precip,precipnormal,preciprecord
19910114,37,None,28,None,-13,46,None,76,0.0,None,1.82
19910115,46,None,34,None,4,57,None,77,0.0,None,1.18
19910116,47,None,42,None,2,52,None,73,0.54,None,1.0
19910117,44,None,39,None,-5,48,None,74,0.0,None,1.09
19910118,42,None,35,None,-6,48,None,69,0.0,None,1.3
19910119,43,None,33,None,-4,53,None,71,0.0,None,1.41
19910120,47,None,39,None,-2,55,None,70,0.0,None,1.77
19910121,36,None,26,None,-4,46,None,70,0.01,None,1.41
19910122,22,None,18,None,1,26,None,76,0.0,None,1.49
19910123,30,None,19,None,0,41,None,72,0.0,None,1.79
19910124,38,None,31,None,3,45,None,73,0.0,None,1.34
19910125,26,None,21,None,3,32,None,75,0.0,None,1.66
19910126,31,None,21,None,5,41,None,79,0.0,None,1.52
19910127,38,None,30,None,6,46,None,75,0.0,None,0.99
19910128,48,None,37,None,-2,55,None,73,0.0,None,2.15
19910129,46,None,37,None,2,55,None,76,0.0,None,1.02
19910130,51,None,45,None,-6,57,None,77,0.0,None,0.97
19910131,42,None,29,None,-2,55,None,71,0.0,None,1.18
19910201,34,None,24,None,6,45,None,77,0.0,None,2.05
19910202,44,None,33,None,2,55,None,72,0.0,None,2.11
19910203,48,None,33,None,0,63,None,65,0.0,None,1.48
19910204,52,None,37,None,2,66,None,70,0.0,None,2.02
19910205,56,None,43,None,-2,69,None,74,0.0,None,0.8
19910206,54,None,50,None,1,57,None,74,0.07,None,2.29
19910207,50,None,46,None,3,53,None,73,0.13,None,1.29
19910208,44,None,41,None,0,48,None,74,0.01,None,1.63
19910209,46,None,37,None,-7,54,None,70,0.0,None,1.92
19910210,42,None,35,None,-8,50,None,68,0.0,None,1.06
19910211,36,None,30,None,-15,41,None,76,0.0,None,1.91
19910212,30,None,23,None,4,37,None,74,0.0,None,1.37
19910213,40,None,32,None,2,48,None,72,0.31,None,1.77
19910214,52,None,43,None,4,59,None,73,0.03,None,0.98
